Date,Airline,Duration,Source,Destination,Departure Time,Arrival Time,Layover Time,Layover Cities,Total stops,Carry bags Count,Checkin bags Count,Price
2024-04-01,Austrian Airlines,13h 25m,Los Angeles,London,8:30 am,5:55 am,1h 08m,Chicago O'Hare Intl,1,1.0,0.0,"1,176"
2024-04-01,Lufthansa,13h 25m,Los Angeles,London,8:30 am,5:55 am,1h 08m,Chicago O'Hare Intl,1,1.0,1.0,"1,176"
2024-04-01,Lufthansa,15h 50m,Los Angeles,London,5:15 pm,5:05 pm,2h 40m,Munich Franz Josef Strauss,1,1.0,0.0,948
2024-04-01,Virgin Atlantic,12h 30m,Los Angeles,London,5:00 pm,1:30 pm,0h 57m,Salt Lake City,1,1.0,0.0,"1,258"
2024-04-01,British Airways,12h 45m,Los Angeles,London,1:35 pm,10:20 am,0h 45m,Chicago O'Hare Intl,1,1.0,0.0,"1,261"
2024-04-01,Virgin Atlantic,12h 20m,Los Angeles,London,11:45 am,8:05 am,0h 40m,Minneapolis St Paul,1,1.0,0.0,"1,258"
2024-04-01,SWISS,16h 05m,Los Angeles,London,7:20 pm,7:25 pm,3h 15m,Zurich,1,1.0,0.0,945
2024-04-01,United Airlines,15h 25m,Los Angeles,London,8:15 am,7:40 am,2h 50m,Houston George Bush Intcntl,1,1.0,0.0,973
2024-04-01,WestJet,16h 35m,Los Angeles,London,11:45 am,12:20 pm,"1h 43m,1h 52m","Vancouver Intl,Calgary",2,1.0,0.0,802
2024-04-01,Lufthansa,15h 40m,Los Angeles,London,3:00 pm,2:40 pm,3h 20m,Frankfurt am Main,1,1.0,0.0,973
2024-04-01,United Airlines,15h 32m,Los Angeles,London,12:03 pm,11:35 am,2h 57m,Houston George Bush Intcntl,1,1.0,0.0,973
2024-04-01,Air Canada,15h 55m,Los Angeles,London,11:55 am,11:50 am,4h 17m,Toronto Pearson Intl,1,1.0,0.0,981
2024-04-01,Alaska Airlines,13h 10m,Los Angeles,London,6:55 pm,4:05 pm,0h 46m,Seattle/Tacoma Intl,1,1.0,1.0,"1,268"
2024-04-01,Iberia,13h 10m,Los Angeles,London,6:55 pm,4:05 pm,0h 46m,Seattle/Tacoma Intl,1,1.0,0.0,"1,273"
2024-04-01,Iberia,12h 55m,Los Angeles,London,9:30 am,6:25 am,0h 43m,Dallas/Fort Worth,1,1.0,0.0,"1,261"
2024-04-01,British Airways,12h 55m,Los Angeles,London,9:30 am,6:25 am,0h 43m,Dallas/Fort Worth,1,1.0,0.0,"1,261"
2024-04-01,British Airways,13h 05m,Los Angeles,London,4:20 pm,1:25 pm,1h 44m,Phoenix Sky Harbor Intl,1,1.0,0.0,"1,287"
2024-04-01,United Airlines,16h 03m,Los Angeles,London,2:07 pm,2:10 pm,4h 10m,San Francisco,1,1.0,0.0,973
2024-04-01,Iberia,13h 15m,Los Angeles,London,10:30 am,7:45 am,1h 09m,Dallas/Fort Worth,1,1.0,0.0,"1,261"
2024-04-01,United Airlines,16h 00m,Los Angeles,London,12:20 pm,12:20 pm,4h 38m,Denver Intl,1,1.0,0.0,973
2024-04-01,British Airways,13h 15m,Los Angeles,London,3:00 pm,12:15 pm,1h 20m,Chicago O'Hare Intl,1,1.0,1.0,"1,287"
2024-04-01,United Airlines,16h 00m,Los Angeles,London,10:25 am,10:25 am,4h 02m,San Francisco,1,1.0,0.0,973
2024-04-01,JetBlue,14h 55m,Los Angeles,London,7:00 am,5:55 am,2h 13m,Boston Logan Intl,1,1.0,0.0,"1,070"
2024-04-01,United Airlines,14h 55m,Los Angeles,London,7:00 am,5:55 am,2h 43m,Chicago O'Hare Intl,1,1.0,0.0,"1,070"
2024-04-01,Finnair,13h 30m,Los Angeles,London,1:00 pm,10:30 am,0h 55m,New York John F Kennedy Intl,1,1.0,0.0,"1,261"
2024-04-01,United Airlines,13h 13m,Los Angeles,London,2:12 pm,11:25 am,0h 53m,Chicago O'Hare Intl,1,1.0,0.0,"1,255"
2024-04-01,Virgin Atlantic,13h 00m,Los Angeles,London,4:50 pm,1:50 pm,1h 10m,Amsterdam Schiphol,1,1.0,0.0,"1,288"
2024-04-01,"Lynx Air, Lufthansa",14h 25m,Los Angeles,London,11:35 am,10:00 am,2h 51m,Toronto Pearson Intl,1,1.0,0.0,872
2024-04-01,Lufthansa,16h 40m,Los Angeles,London,3:00 pm,3:40 pm,4h 20m,Frankfurt am Main,1,1.0,0.0,986
2024-04-01,British Airways,13h 15m,Los Angeles,London,10:30 am,7:45 am,1h 09m,Dallas/Fort Worth,1,1.0,1.0,"1,287"
2024-04-01,Virgin Atlantic,12h 55m,Los Angeles,London,1:50 pm,10:45 am,1h 10m,Amsterdam Schiphol,1,1.0,0.0,"1,288"
2024-04-01,Aer Lingus,13h 05m,Los Angeles,London,8:15 pm,5:20 pm,1h 25m,Dublin,1,1.0,1.0,"1,334"
2024-04-01,Lufthansa,13h 25m,Los Angeles,London,1:15 pm,10:40 am,1h 00m,"Washington, D.C. Dulles Intl",1,1.0,1.0,"1,291"
2024-04-01,Brussels Airlines,15h 50m,Los Angeles,London,5:15 pm,5:05 pm,"1h 05m,1h 05m","Munich Franz Josef Strauss,Brussels Bruxelles-National",2,1.0,0.0,979
2024-04-01,United Airlines,13h 25m,Los Angeles,London,1:15 pm,10:40 am,1h 00m,"Washington, D.C. Dulles Intl",1,1.0,0.0,"1,255"
2024-04-01,Lufthansa,17h 15m,Los Angeles,London,5:15 pm,6:30 pm,4h 05m,Munich Franz Josef Strauss,1,1.0,0.0,962
2024-04-01,Brussels Airlines,13h 25m,Los Angeles,London,8:30 am,5:55 am,1h 08m,Chicago O'Hare Intl,1,1.0,0.0,"1,291"
2024-04-01,JetBlue,17h 36m,Los Angeles,London,7:54 am,9:30 am,4h 52m,New York John F Kennedy Intl,1,1.0,0.0,862
2024-04-01,"JetBlue, Aer Lingus",17h 00m,Los Angeles,London,7:00 am,8:00 am,"2h 10m,1h 40m","Boston Logan Intl,Dublin",2,0.0,0.0,851
2024-04-01,Virgin Atlantic,13h 20m,Los Angeles,London,1:10 pm,10:30 am,1h 00m,Paris Charles de Gaulle,1,1.0,0.0,"1,277"
2024-04-01,Air France,13h 20m,Los Angeles,London,1:10 pm,10:30 am,1h 00m,Paris Charles de Gaulle,1,1.0,0.0,"1,280"
2024-04-01,Air Canada,16h 55m,Los Angeles,London,7:40 am,8:35 am,5h 15m,Toronto Pearson Intl,1,1.0,0.0,981
2024-04-01,British Airways,13h 40m,Los Angeles,London,10:25 am,8:05 am,1h 30m,Boston Logan Intl,1,1.0,1.0,"1,287"
2024-04-01,United Airlines,13h 35m,Los Angeles,London,10:55 am,8:30 am,1h 15m,Chicago O'Hare Intl,1,1.0,0.0,"1,255"
2024-04-01,Virgin Atlantic,13h 40m,Los Angeles,London,1:30 pm,11:10 am,1h 06m,Atlanta Hartsfield-Jackson,1,1.0,0.0,"1,258"
2024-04-01,British Airways,13h 05m,Los Angeles,London,8:15 pm,5:20 pm,1h 25m,Dublin,1,1.0,0.0,"1,384"
2024-04-01,Iberia,14h 15m,Los Angeles,London,2:30 pm,12:45 pm,1h 58m,Dallas/Fort Worth,1,1.0,0.0,"1,261"
2024-04-01,British Airways,13h 50m,Los Angeles,London,10:00 am,7:50 am,1h 53m,Chicago O'Hare Intl,1,1.0,1.0,"1,287"
2024-04-01,"Lynx Air, British Airways",14h 25m,Los Angeles,London,11:35 am,10:00 am,2h 46m,Toronto Pearson Intl,1,1.0,0.0,932
2024-04-01,United Airlines,16h 55m,Los Angeles,London,1:15 pm,2:10 pm,4h 57m,San Francisco,1,1.0,0.0,973
2024-04-01,LOT,16h 45m,Los Angeles,London,4:35 pm,5:20 pm,2h 20m,Warsaw Frederic Chopin,1,1.0,0.0,"1,046"
2024-04-01,Virgin Atlantic,13h 33m,Los Angeles,London,11:47 am,9:20 am,0h 47m,New York John F Kennedy Intl,1,1.0,1.0,"1,321"
2024-04-01,Air Canada,16h 55m,Los Angeles,London,12:25 pm,1:20 pm,4h 28m,Vancouver Intl,1,1.0,0.0,973
2024-04-01,Iberia,14h 10m,Los Angeles,London,9:50 am,8:00 am,1h 55m,Philadelphia,1,1.0,0.0,"1,261"
2024-04-01,United Airlines,16h 55m,Los Angeles,London,8:45 am,9:40 am,5h 37m,Denver Intl,1,1.0,0.0,973
2024-04-01,United Airlines,16h 55m,Los Angeles,London,6:00 am,6:55 am,5h 05m,San Francisco,1,1.0,0.0,973
2024-04-01,Lufthansa,12h 14m,Los Angeles,London,4:06 pm,12:20 pm,0h 59m,Denver Intl,1,1.0,1.0,"1,479"
2024-04-01,Virgin Atlantic,14h 00m,Los Angeles,London,12:00 pm,10:00 am,1h 53m,Detroit Metropolitan Wayne County,1,1.0,0.0,"1,258"
2024-04-01,Virgin Atlantic,13h 55m,Los Angeles,London,9:00 am,6:55 am,1h 40m,Atlanta Hartsfield-Jackson,1,1.0,0.0,"1,258"
2024-04-01,Virgin Atlantic,13h 50m,Los Angeles,London,1:10 pm,11:00 am,1h 31m,New York John F Kennedy Intl,1,1.0,1.0,"1,321"
2024-04-01,Virgin Atlantic,14h 00m,Los Angeles,London,3:25 pm,1:25 pm,2h 16m,San Francisco,1,1.0,1.0,"1,321"
2024-04-01,British Airways,14h 10m,Los Angeles,London,9:50 am,8:00 am,1h 55m,Philadelphia,1,1.0,1.0,"1,287"
2024-04-01,Lufthansa,17h 40m,Los Angeles,London,3:00 pm,4:40 pm,5h 20m,Frankfurt am Main,1,1.0,0.0,986
2024-04-01,Virgin Atlantic,14h 15m,Los Angeles,London,6:20 pm,4:35 pm,2h 00m,Paris Charles de Gaulle,1,1.0,0.0,"1,277"
2024-04-01,United Airlines,17h 15m,Los Angeles,London,11:05 am,12:20 pm,5h 54m,Denver Intl,1,1.0,0.0,973
2024-04-01,Aer Lingus,10h 25m,Los Angeles,London,3:45 pm,10:10 am,,,0,1.0,1.0,"1,736"
2024-04-01,Air France,13h 30m,Los Angeles,London,9:05 pm,6:35 pm,1h 25m,Paris Charles de Gaulle,1,1.0,0.0,"1,280"
2024-04-01,United Airlines,17h 20m,Los Angeles,London,10:15 am,11:35 am,4h 45m,Houston George Bush Intcntl,1,1.0,0.0,973
2024-04-01,British Airways,13h 25m,Los Angeles,London,3:50 pm,1:15 pm,1h 15m,Seattle/Tacoma Intl,1,1.0,1.0,"1,399"
2024-04-01,Iberia,14h 15m,Los Angeles,London,9:30 am,7:45 am,2h 08m,Dallas/Fort Worth,1,1.0,0.0,"1,261"
2024-04-01,Iberia,14h 30m,Los Angeles,London,5:50 pm,4:20 pm,1h 00m,Madrid Barajas,1,1.0,0.0,"1,272"
2024-04-01,Virgin Atlantic,14h 20m,Los Angeles,London,3:25 pm,1:45 pm,2h 05m,Paris Charles de Gaulle,1,1.0,0.0,"1,277"
2024-04-01,Virgin Atlantic,14h 23m,Los Angeles,London,11:47 am,10:10 am,1h 47m,New York John F Kennedy Intl,1,1.0,0.0,"1,258"
2024-04-01,JetBlue,15h 10m,Los Angeles,London,10:20 am,9:30 am,2h 23m,New York John F Kennedy Intl,1,1.0,0.0,"1,185"
2024-04-01,British Airways,13h 30m,Los Angeles,London,1:35 pm,11:05 am,1h 35m,Chicago O'Hare Intl,1,1.0,1.0,"1,394"
2024-04-01,British Airways,13h 30m,Los Angeles,London,1:00 pm,10:30 am,0h 55m,New York John F Kennedy Intl,1,1.0,1.0,"1,394"
2024-04-01,Lufthansa,14h 30m,Los Angeles,London,8:15 am,6:45 am,2h 42m,"Washington, D.C. Dulles Intl",1,1.0,0.0,"1,291"
2024-04-01,"United Airlines, SWISS",14h 35m,Los Angeles,London,7:20 pm,5:55 pm,1h 50m,Zurich,1,1.0,0.0,"1,280"
2024-04-01,Lufthansa,18h 25m,Los Angeles,London,5:15 pm,7:40 pm,5h 15m,Munich Franz Josef Strauss,1,1.0,0.0,962
2024-04-01,Lufthansa,14h 05m,Los Angeles,London,8:15 am,6:20 am,1h 44m,Newark,1,1.0,1.0,"1,332"
2024-04-01,Virgin Atlantic,14h 40m,Los Angeles,London,5:55 pm,4:35 pm,3h 01m,San Francisco,1,1.0,1.0,"1,321"
2024-04-01,Virgin Atlantic,14h 20m,Los Angeles,London,9:30 am,7:50 am,1h 35m,New York John F Kennedy Intl,1,1.0,1.0,"1,321"
2024-04-01,British Airways,14h 15m,Los Angeles,London,9:30 am,7:45 am,2h 08m,Dallas/Fort Worth,1,1.0,1.0,"1,287"
2024-04-01,Virgin Atlantic,14h 35m,Los Angeles,London,9:30 am,8:05 am,2h 05m,New York John F Kennedy Intl,1,1.0,0.0,"1,258"
2024-04-01,Virgin Atlantic,13h 30m,Los Angeles,London,9:05 pm,6:35 pm,1h 25m,Paris Charles de Gaulle,1,1.0,0.0,"1,277"
2024-04-01,British Airways,14h 50m,Los Angeles,London,12:00 pm,10:50 am,2h 45m,Philadelphia,1,1.0,0.0,"1,287"
2024-04-01,British Airways,14h 30m,Los Angeles,London,5:50 pm,4:20 pm,1h 00m,Madrid Barajas,1,1.0,1.0,"1,300"
2024-04-01,United Airlines,17h 40m,Los Angeles,London,6:00 am,7:40 am,5h 05m,Houston George Bush Intcntl,1,1.0,0.0,973
2024-04-01,SWISS,18h 25m,Los Angeles,London,7:20 pm,9:45 pm,5h 35m,Zurich,1,1.0,0.0,945
2024-04-01,Austrian Airlines,16h 00m,Los Angeles,London,8:30 am,8:30 am,3h 43m,Chicago O'Hare Intl,1,1.0,1.0,"1,176"
2024-04-01,Aer Lingus,14h 40m,Los Angeles,London,8:15 pm,6:55 pm,3h 00m,Dublin,1,1.0,1.0,"1,334"
2024-04-01,Brussels Airlines,14h 05m,Los Angeles,London,8:15 am,6:20 am,1h 44m,Newark,1,1.0,1.0,"1,358"
2024-04-01,Virgin Atlantic,14h 50m,Los Angeles,London,12:20 pm,11:10 am,2h 12m,Atlanta Hartsfield-Jackson,1,1.0,0.0,"1,258"
2024-04-01,Austrian Airlines,17h 25m,Los Angeles,London,5:15 pm,6:40 pm,"2h 05m,0h 40m","Munich Franz Josef Strauss,Vienna Intl",2,1.0,0.0,976
2024-04-01,Austrian Airlines,14h 30m,Los Angeles,London,8:15 am,6:45 am,2h 42m,"Washington, D.C. Dulles Intl",1,1.0,1.0,"1,332"
2024-04-01,"Lynx Air, Lufthansa",16h 15m,Los Angeles,London,11:35 am,11:50 am,4h 36m,Toronto Pearson Intl,1,1.0,0.0,872
2024-04-01,Virgin Atlantic,14h 55m,Los Angeles,London,8:00 am,6:55 am,2h 43m,Atlanta Hartsfield-Jackson,1,1.0,0.0,"1,258"
2024-04-01,Alaska Airlines,14h 25m,Los Angeles,London,5:40 pm,4:05 pm,2h 00m,Seattle/Tacoma Intl,1,1.0,1.0,"1,380"
2024-04-01,Virgin Atlantic,13h 45m,Los Angeles,London,10:10 pm,7:55 pm,1h 41m,New York John F Kennedy Intl,1,1.0,1.0,"1,321"
2024-04-01,"Flair Airlines, WestJet",17h 05m,Los Angeles,London,11:15 am,12:20 pm,"2h 10m,1h 52m","Vancouver Intl,Calgary",2,0.0,0.0,600
2024-04-01,Lufthansa,13h 13m,Los Angeles,London,2:12 pm,11:25 am,0h 53m,Chicago O'Hare Intl,1,1.0,1.0,"1,479"
2024-04-01,Multiple Airlines,17h 50m,Los Angeles,London,12:50 pm,2:40 pm,"2h 14m,1h 10m","Seattle/Tacoma Intl,Frankfurt am Main",2,1.0,1.0,800
2024-04-01,Lufthansa,18h 40m,Los Angeles,London,3:00 pm,5:40 pm,6h 20m,Frankfurt am Main,1,1.0,0.0,986
2024-04-01,United Airlines,18h 10m,Los Angeles,London,8:15 am,10:25 am,6h 17m,San Francisco,1,1.0,0.0,973
2024-04-01,Iberia,15h 25m,Los Angeles,London,5:50 pm,5:15 pm,1h 55m,Madrid Barajas,1,1.0,1.0,"1,301"
2024-04-01,British Airways,14h 15m,Los Angeles,London,2:30 pm,12:45 pm,1h 58m,Dallas/Fort Worth,1,1.0,1.0,"1,394"
2024-04-01,Virgin Atlantic,14h 55m,Los Angeles,London,9:20 am,8:15 am,2h 30m,Seattle/Tacoma Intl,1,1.0,1.0,"1,321"
2024-04-01,Virgin Atlantic,15h 10m,Los Angeles,London,8:55 am,8:05 am,3h 29m,Minneapolis St Paul,1,1.0,0.0,"1,258"
2024-04-01,British Airways,14h 15m,Los Angeles,London,11:55 pm,10:10 pm,2h 33m,Chicago O'Hare Intl,1,1.0,1.0,"1,287"
2024-04-01,Aer Lingus,15h 10m,Los Angeles,London,8:15 pm,7:25 pm,3h 30m,Dublin,1,1.0,1.0,"1,334"
2024-04-01,Condor,17h 50m,Los Angeles,London,12:50 pm,2:40 pm,"2h 14m,1h 10m","Seattle/Tacoma Intl,Frankfurt am Main",2,0.0,0.0,864
2024-04-01,British Airways,14h 40m,Los Angeles,London,8:15 pm,6:55 pm,3h 00m,Dublin,1,1.0,0.0,"1,384"
2024-04-01,British Airways,14h 40m,Los Angeles,London,8:15 pm,6:55 pm,3h 00m,Dublin,1,1.0,0.0,"1,384"
2024-04-01,Lufthansa,14h 55m,Los Angeles,London,8:15 am,7:10 am,2h 44m,Newark,1,1.0,1.0,"1,332"
2024-04-01,"SWISS, British Airways",17h 55m,Los Angeles,London,7:20 pm,9:15 pm,"1h 20m,1h 55m","Zurich,Dublin",2,1.0,0.0,721
2024-04-01,Brussels Airlines,16h 00m,Los Angeles,London,8:30 am,8:30 am,3h 43m,Chicago O'Hare Intl,1,1.0,1.0,"1,196"
2024-04-01,Air Canada,18h 20m,Los Angeles,London,7:40 am,10:00 am,6h 35m,Toronto Pearson Intl,1,1.0,0.0,981
2024-04-01,Aer Lingus,14h 40m,Los Angeles,London,8:15 pm,6:55 pm,3h 00m,Dublin,1,1.0,1.0,"1,398"
2024-04-01,Iberia,15h 15m,Los Angeles,London,1:30 pm,12:45 pm,2h 59m,Dallas/Fort Worth,1,1.0,1.0,"1,287"
2024-04-01,Virgin Atlantic,15h 25m,Los Angeles,London,7:45 am,7:10 am,3h 17m,Boston Logan Intl,1,1.0,0.0,"1,258"
2024-04-01,"Finnair, Iberia",14h 30m,Los Angeles,London,5:50 pm,4:20 pm,1h 00m,Madrid Barajas,1,1.0,1.0,"1,418"
2024-04-01,Virgin Atlantic,15h 25m,Los Angeles,London,4:50 pm,4:15 pm,3h 45m,Amsterdam Schiphol,1,1.0,0.0,"1,288"
2024-04-01,United Airlines,17h 30m,Los Angeles,London,7:00 am,8:30 am,5h 18m,Chicago O'Hare Intl,1,1.0,0.0,"1,070"
2024-04-01,Lufthansa,19h 30m,Los Angeles,London,5:15 pm,8:45 pm,6h 20m,Munich Franz Josef Strauss,1,1.0,0.0,962
2024-04-01,Finnair,15h 30m,Los Angeles,London,11:00 am,10:30 am,2h 56m,New York John F Kennedy Intl,1,1.0,1.0,"1,306"
2024-04-01,SWISS,18h 10m,Los Angeles,London,7:20 pm,9:30 pm,"2h 35m,2h 00m","Zurich,Geneva Geneve-Cointrin",2,1.0,0.0,984
2024-04-01,Turkish Airlines,18h 50m,Los Angeles,London,1:55 pm,4:45 pm,1h 50m,Istanbul,1,1.0,2.0,966
2024-04-01,United Airlines,18h 40m,Los Angeles,London,7:00 am,9:40 am,7h 22m,Denver Intl,1,1.0,0.0,973
2024-04-01,ITA Airways,16h 55m,Los Angeles,London,3:10 pm,4:05 pm,2h 15m,Rome Fiumicino,1,1.0,0.0,"1,200"
2024-04-01,United Airlines,16h 25m,Los Angeles,London,5:30 am,5:55 am,4h 07m,Chicago O'Hare Intl,1,1.0,0.0,"1,070"
2024-04-01,"Air Tahiti Nui, British Airways",14h 55m,Los Angeles,London,1:30 pm,12:25 pm,3h 05m,Paris Charles de Gaulle,1,1.0,0.0,"1,073"
2024-04-01,United Airlines,14h 55m,Los Angeles,London,7:00 am,5:55 am,"0h 57m,1h 11m","Denver Intl,Chicago O'Hare Intl",2,1.0,0.0,"1,255"
2024-04-01,"Lufthansa, Aer Lingus",16h 10m,Los Angeles,London,1:15 pm,1:25 pm,"1h 00m,1h 40m","Washington, D.C. Dulles Intl,Dublin",2,1.0,0.0,894
2024-04-01,"SWISS, Aer Lingus",18h 15m,Los Angeles,London,7:20 pm,9:35 pm,"1h 20m,2h 15m","Zurich,Dublin",2,1.0,0.0,726
2024-04-01,Virgin Atlantic,15h 50m,Los Angeles,London,1:40 pm,1:30 pm,4h 18m,Salt Lake City,1,1.0,0.0,"1,258"
2024-04-01,Austrian Airlines,15h 20m,Los Angeles,London,7:00 am,6:20 am,2h 43m,Newark,1,1.0,1.0,"1,332"
2024-04-01,British Airways,15h 10m,Los Angeles,London,8:15 pm,7:25 pm,3h 30m,Dublin,1,1.0,0.0,"1,384"
2024-04-01,United Airlines,15h 25m,Los Angeles,London,9:15 pm,8:40 pm,3h 07m,Newark,1,1.0,0.0,"1,255"
2024-04-01,Alaska Airlines,15h 15m,Los Angeles,London,4:50 pm,4:05 pm,2h 50m,Seattle/Tacoma Intl,1,1.0,1.0,"1,380"
2024-04-01,Brussels Airlines,18h 05m,Los Angeles,London,3:00 pm,5:05 pm,"2h 20m,2h 55m","Frankfurt am Main,Brussels Bruxelles-National",2,1.0,0.0,"1,004"
2024-04-01,Virgin Atlantic,16h 00m,Los Angeles,London,1:15 pm,1:15 pm,3h 30m,Seattle/Tacoma Intl,1,1.0,0.0,"1,258"
2024-04-01,"SWISS, Aer Lingus",17h 55m,Los Angeles,London,7:20 pm,9:15 pm,"1h 20m,1h 55m","Zurich,Dublin",2,1.0,0.0,773
2024-04-01,TAP AIR PORTUGAL,19h 20m,Los Angeles,London,7:00 am,10:20 am,"3h 00m,1h 40m","Boston Logan Intl,Lisbon Humberto Delgado",2,1.0,0.0,911
2024-04-01,Brussels Airlines,14h 55m,Los Angeles,London,8:15 am,7:10 am,2h 44m,Newark,1,1.0,1.0,"1,352"
2024-04-01,United Airlines,15h 15m,Los Angeles,London,10:25 am,9:40 am,"0h 58m,1h 09m","San Francisco,Denver Intl",2,1.0,0.0,"1,255"
2024-04-01,Air Canada,15h 15m,Los Angeles,London,11:55 am,11:10 am,"1h 27m,1h 35m","Toronto Pearson Intl,Dublin",2,1.0,1.0,"1,304"
2024-04-01,Multiple Airlines,18h 50m,Los Angeles,London,12:50 pm,3:40 pm,"2h 14m,2h 10m","Seattle/Tacoma Intl,Frankfurt am Main",2,1.0,1.0,800
2024-04-01,Air Canada,18h 00m,Los Angeles,London,8:00 am,10:00 am,"3h 03m,1h 14m","Montreal Pierre Elliott Trudeau Intl,Toronto Pearson Intl",2,1.0,0.0,"1,051"
2024-04-01,Virgin Atlantic,16h 15m,Los Angeles,London,6:20 pm,6:35 pm,4h 05m,Paris Charles de Gaulle,1,1.0,0.0,"1,277"
2024-04-01,Iberia,15h 55m,Los Angeles,London,2:30 pm,2:25 pm,3h 23m,Dallas/Fort Worth,1,1.0,1.0,"1,290"
2024-04-01,Iberia,16h 25m,Los Angeles,London,5:50 pm,6:15 pm,2h 55m,Madrid Barajas,1,1.0,1.0,"1,301"
2024-04-01,Aer Lingus,16h 05m,Los Angeles,London,8:15 pm,8:20 pm,4h 30m,Dublin,1,1.0,1.0,"1,334"
2024-04-01,Virgin Atlantic,16h 00m,Los Angeles,London,1:50 pm,1:50 pm,4h 15m,Amsterdam Schiphol,1,1.0,0.0,"1,288"
2024-04-01,Iberia,14h 40m,Los Angeles,London,9:00 am,7:40 am,1h 59m,New York John F Kennedy Intl,1,1.0,1.0,"1,399"
2024-04-01,"Lufthansa, Aer Lingus",16h 40m,Los Angeles,London,1:15 pm,1:55 pm,"1h 00m,2h 10m","Washington, D.C. Dulles Intl,Dublin",2,1.0,0.0,894
2024-04-01,Condor,18h 50m,Los Angeles,London,12:50 pm,3:40 pm,"2h 14m,2h 10m","Seattle/Tacoma Intl,Frankfurt am Main",2,0.0,0.0,864
2024-04-01,United Airlines,15h 35m,Los Angeles,London,11:05 am,10:40 am,"1h 29m,0h 55m","Denver Intl,Washington, D.C. Dulles Intl",2,1.0,0.0,"1,255"
2024-04-01,United Airlines,19h 20m,Los Angeles,London,8:15 am,11:35 am,6h 45m,Houston George Bush Intcntl,1,1.0,0.0,973
2024-04-01,"Air Tahiti Nui, British Airways",17h 00m,Los Angeles,London,1:30 pm,2:30 pm,5h 10m,Paris Charles de Gaulle,1,1.0,0.0,943
